"","word","gender","cnt"
"20123","Kalender","m",10316
"25588","Mauern","n",10313
"554","Abstammung","f",10308
"27560","Montage","f",10306
"4968","Balkan","m",10293
"32772","Tageszeitung","f",10284
"16933","Gewohnheit","f",10276
"16973","Gießen","n",10274
"31965","Silber","n",10261
"15703","Generierung","f",10260
"16216","Geschäftsleitung","f",10260
"4314","Aussagekraft","f",10248
"10690","Einverständnis","n",10248
"5906","Begleiter","m",10231
"35583","Unternehmensleitung","f",10228
"35221","Uni","f",10212
"25615","Maustaste","f",10205
"31877","Siedlung","f",10192
"37704","Zuwachs","m",10182
"4306","Ausrüstung","f",10177
"19670","Isolierung","f",10149
"22702","Komponist","m",10149
"8821","Distribution","f",10146
"29772","Schnitte","f",10140
"37575","Zusammenhalt","m",10139
"6223","Belegschaft","f",10136
"23473","Kopplung","f",10135
"1","3D","n",10127
"24227","Krieger","m",10116
"23273","Konvergenz","f",10112
"34494","Übermittlung","f",10094
"14042","Faszination","f",10088
"1951","Anstoß","m",10086
"19329","Internationalismus","m",10086
"7993","Coach","m",10079
"5886","Begehren","n",10071
"1972","Anteilseigner","m",10053
"11223","Empathie","f",10053
"17455","Hauptmann","m",10046
"890","Alois","m",10043
"31303","Selbstorganisation","f",10037
"5632","Be","n",10029
"25893","Mehrwert","m",10019
"32823","Talent","n",10010
"13048","Ethnologie","f",10009
"19095","Insolvenz","f",10003
"24921","Mantel","m",9999
"17556","Hauptversammlung","f",9996
"28","Abbild","n",9994
"22643","Kompensation","f",9977
"1211","Amtsgericht","n",9976
"19732","Jonathan","m",9966
"31707","Shell","f",9966
"11794","Entsprechung","f",9958
"27295","Mobbing","n",9958
"35799","Unterzeichnung","f",9955
"13640","Fahrrad","n",9948
"3136","Assistent","m",9932
"23920","Krankenkasse","f",9929
"22218","Koblenz","n",9927
"9227","Drang","m",9924
"33112","Täuschung","f",9915
"22845","Kongo","m",9913
"20432","Kanton","m",9909
"20433","Kanton","n",9909
"33103","Tausch","m",9906
"1566","Angleichung","f",9880
"19650","Island","n",9880
"12778","Erwachsenenalter","n",9871
"22729","Kompromiß","m",9862
"26003","Membran","f",9856
"11771","Entschluss","m",9845
"478","Abschreckung","f",9843
"30038","Schrifttum","n",9841
"18833","Informationsverarbeitung","f",9837
"21190","Kerl","m",9837
"34103","Truppe","f",9815
"14654","Funktionieren","n",9811
"25996","Melodie","f",9808
"16696","Getreide","n",9805
"6686","Besatzungsmacht","f",9804
"27632","Mörder","m",9788
"31396","Selbstwertgefühl","n",9776
"6171","Beklagte","f",9771
"21947","Klett","m",9771
"7538","Bezugsrahmen","m",9768
"1666","Ankündigung","f",9765
"28914","Naturschutz","m",9761
"27413","Mohr","m",9760
"18460","Import","m",9759
"14803","Fußnote","f",9754
"26931","Misserfolg","m",9745
"76","Abendessen","n",9733
"27162","Mitteleuropa","n",9717
"12528","Ermordung","m",9715
"12529","Ermordung","f",9715
"11253","Empfinden","n",9712
"30930","Segen","m",9708
"17808","Hose","f",9704
"2312","Appell","m",9691
"17232","Harmonisierung","f",9690
"28806","Nationalökonomie","f",9672
"3144","Assoziation","f",9670
"8061","Commitment","n",9661
"4747","Avantgarde","f",9656
"35314","Unmittelbarkeit","f",9653
"28613","Nahrungsmittel","n",9649
"11828","Entwickler","m",9643
"22047","Kluft","f",9637
"28245","Nachahmung","f",9622
"35962","Urin","m",9607
"27839","Multimedia","n",9599
"12055","Equity","n",9592
"4610","Auszahlung","f",9581
"26927","Mißbrauch","m",9569
"985","Altersgruppe","f",9545
"18575","Individualismus","m",9531
"3639","Aufregung","f",9520
"27371","Moderator","m",9515
"17636","Haushalten","n",9511
"12572","Ernte","f",9506
"22256","Koffer","m",9499
"15883","Gerichtsbarkeit","f",9491
"4597","Ausweis","m",9488
"32288","Skript","n",9482
"31635","Set","n",9478
"29472","Schließung","f",9472
"5876","Begabung","f",9460
"32096","Sinnlichkeit","f",9456
"21055","Kavallerie","f",9448
"35460","Unterhalt","m",9447
"2840","Argentinien","n",9444
"743","Access","m",9439
"26122","Mentalität","f",9439
"11545","Ensemble","n",9436
"6692","Besatzungszone","f",9434
"25214","Marktteilnehmer","m",9415
"27285","Mix","m",9414
"19805","Judith","f",9411
"30682","Schwere","f",9409
"31639","Setting","n",9390
"491","Abschrift","f",9389
"35000","Umzug","m",9384
"33420","Teller","m",9364
"118","Abfall","m",9360
"3132","Assimilation","f",9359
"15427","Gelingen","n",9338
"11146","Elternteil","m",9337
"7880","Bildungswesen","n",9334
"23044","Konstruktivismus","m",9329
"36879","Zettel","m",9326
"19167","Instrumentarium","n",9316
"12466","Erlangung","f",9311
"9523","Du","m",9305
"19708","Item","n",9305
"29404","Schlegel","m",9296
"31948","Signifikanz","f",9295
"35224","Uniform","f",9292
"14325","Felsen","m",9278
"36733","Zentralbank","f",9269
"13567","Fachwissen","n",9265
"27389","Modifikation","f",9265
"24660","Mailand","n",9261
"4686","Automobilindustrie","f",9258
"3432","Aufbereitung","f",9257
"9275","Drehung","f",9240
"23592","Körperschaft","f",9238
"13057","Ethos","n",9228
"1317","Anamnese","f",9226
"21845","Kleid","n",9226
"1847","Anruf","m",9213
"3569","Aufkommen","n",9206
"34247","Turm","m",9206
"20424","Kanten","m",9194
"28821","Nationalstaat","m",9181
"35651","Unterredung","f",9177
"30297","Schulsozialarbeit","f",9176
"35791","Unterwerfung","f",9173
"8329","Diabetes","m",9166
"9013","Donau","f",9159
"12110","Erbringung","f",9154
"1620","Anhörung","f",9151
"23161","Kontingenz","f",9151
"32561","Systematisierung","f",9151
"15683","Generalversammlung","f",9143
"7851","Bildungspolitik","f",9142
"22890","Konjunktur","f",9141
"4514","Ausstrahlung","f",9138
"22268","Kohärenz","f",9129
"19129","Instandhaltung","f",9123
"842","Action","f",9105
"5759","Bedienung","f",9099
"11999","Epilepsie","f",9095
"25113","Markierung","f",9095
"20593","Kaplan","m",9092
"9908","Ego","n",9091
"36058","Urteilskraft","f",9090
"27119","Mittagessen","n",9086
"13013","Estland","n",9078
"7536","Bezugspunkt","m",9077
"8067","Community","f",9066
"20403","Kanon","m",9066
"13310","Experte","m",9061
"31090","Sekretariat","n",9061
"3993","Ausfall","m",9052
"10698","Einwanderung","f",9040
"31388","Selbstverwirklichung","f",9028
"25629","Maxime","f",9023
"19994","Kabel","n",9005
"10052","Eigen","n",8982
"11666","Entlohnung","f",8981
"37995","Zylinder","m",8970
"29262","Schizophrenie","f",8969
"37062","Zins","m",8965
"4618","Auszubildende","f",8964
"20607","Kapsel","f",8963
"5867","Befugnis","f",8961
"10688","Einvernehmen","n",8961
"2290","Apostel","m",8951
"31382","Selbstvertrauen","n",8949
"7154","Betriebssystem","n",8947
"7155","Betriebssystem","m",8947
"17261","Härte","f",8947
"37420","Zuhause","n",8945
"8344","Diakonie","f",8938
"5844","Befragte","f",8927
"23746","Kostenrechnung","f",8914
"19411","Interviewer","m",8905
"29202","Schild","n",8894
"29203","Schild","m",8894
"5873","Befürworter","m",8892
"20475","Kapelle","f",8889
"9284","Dreieck","n",8886
"33347","Telefax","n",8882
"35554","Unternehmenserfolg","m",8871
"32271","Sklaverei","f",8869
"29413","Schleife","f",8864
"2","a","n",8858
"9751","Dutzend","n",8852
"36820","Zerfall","m",8850
"17131","Gutachter","m",8844
"24534","Luxus","m",8841
"12267","Erfolgsfaktor","m",8839
"11254","Empfindlichkeit","f",8826
"23998","Krause","f",8826
"23060","Konsument","m",8822
"33392","Telekommunikation","f",8820
"35513","Unterkunft","f",8818
"25253","Marschall","m",8811
"2790","Archäologie","f",8806
"6037","Beibehaltung","f",8802
"11929","Entzifferung","f",8795
"21987","Klimawandel","m",8780
"10384","Einigungsvertrag","m",8778
"13710","Faktum","n",8761
"34864","Umschlag","m",8759
"19413","Interviewpartner","m",8748
"15566","Gemeinwohl","n",8741
"9026","Donnerstag","m",8737
"36476","Zeitablauf","m",8737
"28532","Nacken","m",8729
"1894","Anschrift","f",8728
"31897","Siegel","n",8723
"9158","Dosierung","f",8720
"1543","Angemessenheit","f",8719
"31260","Selbsthilfe","f",8709
"37967","Zwischenzeit","f",8706
"27260","Mittwoch","m",8701
"19691","Istanbul","n",8699
"255","Abkürzung","f",8695
"4859","Bacon","m",8681
"16137","Gesamtzahl","f",8681
"5394","Bauchhöhle","f",8680
"19703","Italiener","m",8672
"32171","Sitzen","n",8667
"18383","Immanuel","m",8658
"10754","Einzelhandel","m",8655
"12381","Erika","f",8651
"28555","Nagel","m",8647
"27442","Möller","m",8641
"7923","Cicero","m",8640
"32989","Tasse","f",8631
"15255","Gebirge","n",8630
"19223","Intellektuelle","f",8627
"6493","Bergmann","m",8619
"14544","Führungsstil","m",8608
"4067","Ausgangslage","f",8607
"14020","Fassade","f",8606
"7239","Beute","f",8605
"31790","Sicherheitsrat","m",8600
"18893","Inhaltsanalyse","f",8594
"9398","Drohung","f",8583
"15434","Geltungsbereich","m",8582
"17501","Hauptschule","f",8567
"20155","Kalk","m",8567
"25487","Master","m",8565
"34135","Tschechien","n",8565
"8878","DNS","f",8559
"21790","Klassik","f",8553
"10335","Eingreifen","n",8550
"21700","Klägerin","f",8550
"35037","Unbehagen","n",8542
"32474","Synagoge","f",8541
"24490","Krupp","m",8529
"37491","Zuneigung","f",8522
"10697","Einwanderer","m",8521
"27511","Monitor","m",8519
"1914","Anspannung","f",8516
"11265","Empirie","f",8511
"32013","Simone","f",8511
"34408","Überforderung","f",8503
"37679","Zustellung","f",8498
"10931","Eiweiss","n",8492
"25600","Maurer","m",8491
"29438","Schlesien","n",8491
"6441","Bereicherung","f",8485
"3474","Auferstehung","f",8481
"8439","Dienstag","m",8479
"6526","Berichterstatter","m",8477
"19896","Julian","m",8477
"7300","Bewahrung","f",8472
"35769","Unterteilung","f",8469
"17885","Hügel","m",8466
"8123","Container","m",8464
"18934","Inklusion","f",8459
"6632","Berufstätigkeit","f",8458
"9160","Dosis","f",8453
"23266","Konvent","m",8451
"9764","Dynastie","f",8450
"9525","Dualismus","m",8447
"36725","Zentimeter","m",8446
"25226","Marktwert","m",8440
"36144","Validierung","f",8434
"29337","Schlafzimmer","n",8425
"34551","Übersetzer","m",8421
"4328","Ausscheiden","n",8416
"13903","Fantasie","f",8416
"26727","Minderung","f",8416
"22292","Kohlensäure","f",8404
"25651","Mechanik","f",8401
"9543","Duft","m",8400
"30206","Schülerin","f",8399
"20915","Kategorisierung","f",8397
"21959","Klientel","f",8395
"1944","Anstellung","f",8394
"18394","Immobilie","f",8388
"12428","Erkenntnistheorie","f",8382
"18867","Ingenieur","m",8377
"1005","Altersvorsorge","f",8374
"37644","Zuschlag","m",8372
"18543","Indianer","m",8369
"2775","Arbeitszeitverkürzung","f",8367
"8228","Cultur","f",8364
"13446","Fabel","f",8355
"25041","Markenführung","f",8350
"12681","Erschöpfung","f",8345
"32138","Site","f",8332
"10145","Eigenverantwortung","f",8330
"28704","Narkose","f",8329
"28962","Scheibe","f",8327
"32779","Tagsatzung","f",8325
"8966","Dom","m",8302
"5963","Begrüßung","f",8290
"7188","Betroffenheit","f",8290
"10046","Eifer","m",8289
"386","Absage","f",8288
"37799","Zweckmäßigkeit","f",8288
"5956","Begründer","m",8280
"13117","Europäisierung","f",8279
"3292","Atlas","m",8277
"11172","Embryo","m",8263
"4636","Autobiographie","f",8260
"12180","Erdöl","n",8260
"27577","Montenegro","n",8248
"35551","Unternehmensbewertung","f",8242
"6153","Bekannte","f",8241
"31722","Show","f",8232
"20384","Kandidat","m",8230
"34392","Übereinkommen","n",8226
"26705","Mimik","f",8225
"32470","Symptom","n",8225
"30880","Seelsorge","f",8223
"25815","Meerschweinchen","n",8221
"27297","Möbel","n",8221
"24694","Majorität","f",8213
"11528","Enkel","m",8203
"33886","Therapeutin","f",8193
"13300","Expedition","f",8177
"32442","Symbolik","f",8176
"6229","Belehrung","f",8173
"13534","Fachliteratur","f",8171
"35788","Unterweisung","f",8169
"37662","Zustandekommen","n",8167
"35452","Untergrund","m",8160
"37006","Zigarette","f",8150
"327","Abneigung","f",8144
"27438","Moll","n",8134
"5582","Baustein","m",8131
"7445","Bewunderung","f",8130
"14882","Galle","f",8128
"15272","Geborgenheit","f",8127
"33766","Thailand","n",8121
"27782","Müdigkeit","f",8114
"32047","Singen","n",8114
"13219","Exemplar","n",8113
"4003","Ausfertigung","f",8112
"17079","Gulden","m",8107
"20313","Kämpfer","m",8103
"12492","Erlernen","n",8091
"1003","Altersversorgung","f",8074
"10613","Einspruch","m",8071
"5799","Befähigung","f",8065
"12486","Erledigung","f",8055
"22367","Kollegin","f",8050
"34318","Typhus","m",8048
"17326","Haufen","m",8040
"5345","Bataillon","n",8024
"10193","Einbezug","m",8020
"14956","Ganzheit","f",8020
"23231","Kontrollgruppe","f",8020
"34345","Übelkeit","f",8020
"4076","Ausgangssituation","f",8016
"36866","Zertifikat","n",8016
"4330","Ausscheidung","f",8006
"37651","Zuschreibung","f",7999
"18228","Idealfall","m",7997
"29986","Schreibweise","f",7996
"3028","Artikulation","f",7990
"5353","Batterie","f",7984
"25767","Mediziner","m",7980
"256","Abkürzungsverzeichnis","n",7978
"1881","Anschlag","m",7966
"1537","Angelika","f",7963
"28215","Mystik","f",7953
"30690","Schwerin","n",7953
"21403","Kinderbetreuung","f",7946
"34892","Umsiedler","m",7946
"1445","Anfall","m",7941
"23367","Kooperationspartner","m",7939
"2372","Araber","m",7937
"15959","Gertrud","f",7926
"32546","Syrien","n",7921
"3365","Atrophie","f",7915
"15520","Gemeinschaftsarbeit","f",7915
"6609","Berufsleben","n",7901
"6862","Besonderes","n",7898
"24864","Manifest","n",7883
"21012","Kaufpreis","m",7880
"37805","Zwei","f",7877
"24944","Mappe","f",7869
"14623","Funk","m",7862
"36762","Zentralkomitee","n",7847
"16313","Geschick","n",7839
"34919","Umverteilung","f",7834
"35267","Universitätsbibliothek","f",7833
"8901","Dogmatik","f",7825
"20174","Kalkül","n",7822
"20175","Kalkül","m",7822
"32319","Slowenien","n",7819
"31630","Sessel","m",7815
"20903","Kate","f",7813
"28909","Naturrecht","n",7808
"30938","Segmentierung","f",7806
"21525","King","m",7801
"34921","Umwälzung","f",7800
"16503","Gesetzmäßigkeit","f",7799
"720","Abwertung","f",7797
"33875","Theoriebildung","f",7797
"11775","Entschuldigung","f",7795
"23099","Kontaktaufnahme","f",7795
"27531","Monopol","m",7794
"27532","Monopol","n",7794
"9939","Ehepaar","n",7788
"2751","Arbeitsvertrag","m",7785
"7301","Bewährung","f",7780
"18782","Informationsgesellschaft","f",7779
"20311","Kämpfen","n",7778
"33133","Taxi","n",7778
"14702","Furche","f",7777
"7190","Betrug","m",7774
"8659","Diplomatie","f",7753
"12504","Ermächtigung","f",7748
"27694","Mose","m",7744
"926","Altar","m",7743
"6056","Beihilfe","f",7730
"11790","Entspannungspolitik","f",7727
"37707","Zuwanderer","m",7725
"37726","Zwangsarbeit","f",7725
"34344","Übel","n",7717
"2590","Arbeitslose","f",7711
"3954","Ausdauer","f",7710
"28521","Nachwuchs","m",7707
"11750","Entscheidungsprozess","m",7704
"37691","Zuteilung","f",7698
"23516","Körner","m",7694
"34259","Turner","m",7694
"19470","Invasion","f",7693
"29682","Schmuck","m",7675
"8513","Dienststelle","f",7668
"4241","Auslieferung","f",7657
"26015","Memorandum","n",7657
"9177","Douglas","m",7653
"4885","Bagdad","n",7651
"8063","Commonwealth","n",7651
"66","Abdruck","m",7649
"5173","Barcelona","n",7647
"19019","Innenstadt","f",7647
"33869","Theoretiker","m",7647
"14489","Führen","n",7644
"16879","Gewinnen","n",7637
"20025","Kader","n",7637
"20026","Kader","m",7637
"21946","Klerus","m",7635
"5853","Befreiungsbewegung","f",7625
"15723","Genie","n",7613
"18364","Imagination","f",7609
"13151","Evaluierung","f",7604
"34164","Tuch","n",7577
"4974","Balken","m",7574
"15989","Gesamtbevölkerung","f",7568
"37922","Zwischenkriegszeit","f",7567
"17067","Guido","m",7564
"13703","Faktorenanalyse","f",7553
"18344","Illustration","f",7546
"35514","Unterlage","f",7546
"19122","Instabilität","f",7538
"18756","Informationsaustausch","m",7536
"12814","Erwerber","m",7527
"8426","Diebstahl","m",7521
"6089","Beirat","m",7502
"23392","Kopenhagen","n",7500
"36177","Yin","n",7500
"1549","Angesicht","n",7488
"25548","Mathematiker","m",7485
"33147","Teamarbeit","f",7479
"32956","Tarifvertrag","m",7476
"2414","Arbeiterpartei","f",7468
"32511","Synode","f",7460
"30605","Schwefelsäure","f",7459
"10002","Ehrgeiz","m",7456
"36883","Zeug","n",7456
"37702","Zuversicht","f",7455
"4675","Automatisierung","f",7450
"18977","Innen","n",7448
"31961","Silbe","f",7442
"1575","Angola","n",7441
"2612","Arbeitsmarktpolitik","f",7439
"35367","Unsinn","m",7437
"30414","Schütze","m",7426
"30415","Schütze","f",7426
"21137","Kellner","m",7424
"34355","Überarbeitung","f",7422
"23013","Konstante","f",7414
"5935","Begrifflichkeit","f",7410
"33998","Thron","m",7410
"18634","Industriegesellschaft","f",7406
"550","Absprache","f",7404
"23922","Krankenpflege","f",7404
"38002","Zypern","n",7401
"31275","Selbstkontrolle","f",7397
"17015","Gipfelkonferenz","f",7394
"34753","Umgangssprache","f",7393
"22062","Knabe","m",7386
"12248","Erfinder","m",7377
"30648","Schweizer","m",7376
"16625","Gestik","f",7369
"21285","Kessler","m",7361
"5872","Befürchtung","f",7360
"35175","Ungerechtigkeit","f",7359
"33391","Telekom","f",7358
"33855","Theologe","m",7358
"10130","Eigentümlichkeit","f",7356
"14666","Funktionsfähigkeit","f",7356
"9031","Doping","n",7343
"6298","Benedikt","m",7337
"1862","Ansatzpunkt","m",7335
"528","Absolutismus","m",7334
"29370","Schlagwort","n",7325
"30388","Schuster","m",7319
"35618","Unternehmenswert","m",7314
"20582","Kapitän","m",7310
"6284","Bemessungsgrundlage","f",7304
"905","Alpha","n",7302
"28520","Nachwort","n",7301
"4215","Auslastung","f",7299
"2919","Armeekorps","n",7294
"11021","Elektrolyse","f",7288
"13592","Fahne","f",7285
"34909","Umstrukturierung","f",7285
"18738","Info","f",7284
"30350","Schulzeit","f",7284
"22507","Kommen","n",7280
"6556","Bernstein","m",7279
"19984","Jutta","f",7279
"15831","Gepäck","n",7275
"32211","Skandal","m",7266
"3407","Audit","n",7264
"11877","Entwicklungsprozess","m",7264
"23875","Kramer","m",7264
"19298","Interessenvertretung","f",7261
"12616","Erregbarkeit","f",7239
"12530","Ermüdung","f",7238
"36292","Zahn","m",7237
"16364","Geschlossenheit","f",7236
"26371","Methodologie","f",7228
"16208","Geschäftsjahr","n",7226
"14618","Fünftel","n",7210
"30309","Schulsystem","n",7209
"9569","Dunkel","n",7208
"35644","Unterordnung","f",7205
"1794","Anonymität","f",7204
"31702","Shanghai","n",7196
"7431","Bewilligung","f",7191
"8812","Distanzierung","f",7190
"32799","Taiwan","n",7182
"21695","Klagenfurt","n",7168
"24267","Kriegsgefangene","f",7168
"13142","Euthanasie","f",7164
"26502","Mikroelektronik","f",7154
"28942","Navigation","f",7150
"34068","Trotz","m",7146
"32512","Synonym","n",7141
"18511","Inbegriff","m",7140
"16881","Gewinner","m",7138
"28965","Scheide","f",7138
"17535","Hauptteil","m",7134
"9611","Durchdringung","f",7132
"2592","Arbeitslosengeld","n",7129
"25719","Mediennutzung","f",7128
"22512","Kommentierung","f",7127
"35","Abbildungsverzeichnis","n",7126
"1662","Anknüpfung","f",7123
"23513","Körnchen","n",7120
"619","Abt","m",7114
"6579","Berufsbildung","f",7114
"24689","Major","f",7111
"24690","Major","m",7111
"35101","Unendlichkeit","f",7111
"2972","Array","n",7109
"2031","Antikommunismus","m",7108
"31312","Selbstreflexion","f",7100
"11274","Empörung","f",7094
"35183","Ungewissheit","f",7092
"6255","Beliebtheit","f",7090
"34785","Umkreis","m",7088
"34779","Umkehrung","f",7087
"29889","Schoß","m",7082
"29890","Schoß","f",7082
"5728","Bedeutsamkeit","f",7079
"1832","Anrechnung","f",7071
"27640","Morgan","m",7070
"745","Account","m",7067
"5657","Bearbeiter","m",7064
"36700","Zelt","n",7064
"21928","Kleist","m",7063
"36868","Zertifizierung","f",7057
"10207","Einbruch","m",7054
"10976","Elbe","f",7047
"16779","Gewässer","n",7040
"27626","Morbus","m",7037
"15505","Gemeine","f",7032
"37116","Zirkel","m",7031
"16816","Gewerbesteuer","f",7027
"12152","Erdgas","n",7024
"24540","Luzern","n",7021
"31276","Selbstkonzept","n",7021
"26683","Millimeter","m",7018
"2835","Arena","f",7016
"17921","Humankapital","n",7016
"36922","Ziegler","m",7001
"23144","Kontextmenü","n",7000
"2033","Antikörper","m",6990
"20423","Kante","f",6990
"35954","Urheberrecht","n",6990
"5647","Beamter","m",6988
"10228","Eindringen","n",6987
"19119","Inspiration","f",6986
"37552","Zusage","f",6986
"3507","Aufgabenbereich","m",6985
"32469","Symposium","n",6980
"29910","Schrank","m",6976
"24709","Makro","m",6975
"25653","Mechanisierung","f",6970
"16465","Gesetzbuch","n",6968
"8071","Compliance","f",6963
"35308","Unlust","f",6958
"20995","Kaufkraft","f",6954
"5583","Baustelle","f",6949
"18596","Indonesien","n",6942
"3129","Asset","n",6941
"10925","Eiter","m",6941
"27410","Mohammed","m",6941
"3395","Au","f",6932
"10188","Einberufung","f",6926
"31091","Sekretärin","f",6926
"23600","Körpersprache","f",6924
"37571","Zusammenführung","f",6924
"36757","Zentralisierung","f",6921
"630","Abteilungsleiter","m",6916
"665","Abwanderung","f",6908
"18434","Imperativ","m",6907
"21577","Kirchengeschichte","f",6906
"9864","Editor","m",6894
"11785","Entsorgung","f",6881
"19949","Jurist","m",6881
"14484","Fühlen","n",6880
"33881","Theory","f",6880
"20792","Käse","m",6878
"24233","Kriegführung","f",6878
"29041","Schenkel","m",6878
"1008","Altertum","n",6876
"11799","Entstehungsgeschichte","f",6870
"13267","Exklusion","f",6864
"13378","Express","m",6857
"30691","Schwerindustrie","f",6857
"11888","Entwicklungsstand","m",6853
"16688","Gesundheitszustand","m",6847
"9947","Eheschließung","f",6842
"37040","Zink","n",6839
"37041","Zink","m",6839
"30665","Schwellung","f",6836
"34540","Überschreitung","f",6832
"2488","Arbeitsblatt","n",6828
"16245","Geschäftstätigkeit","f",6828
"25671","Median","m",6816
"36491","Zeitaufwand","m",6815
"13871","Familienunternehmen","n",6808
"12617","Erreger","m",6802
"22606","Kommunikationswissenschaft","f",6802
"22776","Konfession","f",6801
"27255","Mitternacht","f",6796
"1581","Angreifer","m",6791
"35748","Untersuchungsgegenstand","m",6784
"36462","Zeigefinger","m",6783
"16456","Gesellschaftsvertrag","m",6781
"14338","Feminismus","m",6779
"22621","Komödie","f",6779
"32333","Super","n",6778
"4614","Auszeichnung","f",6777
"26406","Metz","n",6772
"36463","Zeiger","m",6758
"34675","Uhrzeit","f",6752
"22457","Kolumbien","n",6751
"19910","Jungfrau","f",6748
"36716","Zen","n",6747
"35606","Unternehmensstrategie","f",6739
"13373","Exposition","f",6731
"8851","Diversifikation","f",6729
"8028","Cola","f",6722
"36178","Yoga","m",6722
"27111","Mitschüler","m",6719
"13124","Europarat","m",6704
"37516","Zurechnung","f",6703
"19154","Instruktion","f",6702
"33167","Techniker","m",6696
"10483","Einmarsch","m",6695
"12625","Erreichbarkeit","f",6695
"6194","Belarus","n",6686
"6157","Bekanntheit","f",6681
"24573","Lyon","n",6674
"23196","Kontraktion","f",6671
"36525","Zeitgeist","m",6668
"17729","Haustür","f",6667
"4425","Außenseiter","m",6658
"35149","Unfallversicherung","f",6658
"27881","Mündigkeit","f",6656
"36508","Zeitdruck","m",6650
"33556","Terrain","n",6646
"16222","Geschäftsordnung","f",6643
"13854","Familienpolitik","f",6640
"26439","Miene","f",6636
"17876","Hüfte","f",6629
"8570","Diffusion","f",6622
"852","Adaption","f",6621
"34444","Übergewicht","n",6614
"34445","Übergewicht","f",6614
"31875","Siedler","m",6605
"19721","Jacke","f",6602
"10271","Einfühlung","f",6598
"19270","Interdependenz","f",6591
"224","Abhilfe","f",6588
"32990","Tastatur","f",6588
"17986","Husten","m",6586
"17987","Husten","n",6586
"11679","Entnahme","f",6584
"17920","Humanität","f",6584
"21497","Kindesalter","n",6582
"36376","Zäsur","f",6581
"33344","Telearbeit","f",6579
"15585","Gemüt","n",6577
"3649","Aufrüstung","f",6576
"4412","Außenministerium","n",6575
"2643","Arbeitsorganisation","f",6573
"4324","Ausschaltung","f",6572
"3449","Aufdeckung","f",6568
"30739","Schwindel","m",6552
"26918","Missachtung","f",6549
"1867","Anschaffung","f",6537
"29830","Schokolade","f",6537
"30563","Schwarze","f",6533
"35428","Unterfangen","n",6530
"20590","Kapitulation","f",6529
"28248","Nachbar","m",6526
"30977","Seidel","n",6526
"25302","Maschinenbau","m",6525
"37422","Zuhören","n",6517
"9736","Durst","m",6514
"10587","Einsetzung","f",6511
"36731","Zentralasien","n",6511
"28873","Naturforscher","m",6503
"5535","Baumwolle","f",6499
"33768","Thal","n",6497
"1834","Anrede","f",6494
"24486","Krümmung","f",6492
"958","Altern","n",6491
"24638","Mahlzeit","f",6487
"11193","Emission","f",6484
"11056","Elektronik","f",6480
"13743","Fälligkeit","f",6475
"9346","Dringlichkeit","f",6473
"425","Abschätzung","f",6467
"1497","Anführer","m",6467
"18999","Innenminister","m",6467
"29410","Schleier","m",6465
"20950","Katrin","f",6460
"3670","Aufsehen","n",6455
"35357","Unschuld","f",6455
"23572","Körperhaltung","f",6451
"23617","Korpus","m",6449
"23618","Korpus","n",6449
"5651","Beanspruchung","f",6446
"30257","Schulleiter","m",6446
"3074","Asche","f",6440
"23088","Konsumtion","f",6440
"26143","Mercedes","f",6436
"6026","Behinderte","f",6434
"19813","Jugendamt","n",6433
"14192","Fehlverhalten","n",6432
"16811","Gewerbeordnung","f",6430
"8348","Dialekt","m",6428
"11493","Energieversorgung","f",6428
"28810","Nationalrat","m",6428
"30128","Schulbildung","f",6426
"20768","Kartographie","f",6423
"23314","Konzeptualisierung","f",6421
"32048","Single","m",6419
"32049","Single","n",6419
"32050","Single","f",6419
"11570","Enteignung","f",6418
"29753","Schnelligkeit","f",6416
"15781","Genüge","f",6412
"27214","Mittelschicht","f",6411
"7591","Bibliothekswesen","n",6409
"30539","Schwanz","m",6405
"30635","Schweiß","m",6405
"25251","Marsch","m",6403
"25252","Marsch","f",6403
"11974","Epidermis","f",6401
"26397","Metropole","f",6400
"34412","Überführung","f",6397
"35772","Untertitel","m",6394
"34927","Umweg","m",6393
"10348","Einheitlichkeit","f",6389
"19578","Iris","f",6389
"27052","Mitgefühl","n",6388
"30511","Schwächung","f",6387
"7962","Cleve","n",6383
"19219","Intellekt","m",6380
"37727","Zwangsarbeiter","m",6377
"1774","Annexion","f",6374
"5656","Bearbeiten","n",6373
"19473","Inventar","n",6368
"29944","Schrei","m",6368
"6777","Beschlussfassung","f",6366
"32069","Sinnen","n",6364
"367","Abreise","f",6363
"30773","Schwung","m",6356
"1725","Anleihe","f",6354
"12601","Erosion","f",6354
"27369","Moderation","f",6354
"34773","Umkehr","f",6352
"4553","Austritt","m",6339
"27342","Model","m",6333
"27343","Model","n",6333
"8068","Compagnie","f",6332
"29058","Scherer","m",6323
"6197","Belastbarkeit","f",6316
"11332","Endlichkeit","f",6308
"33515","Teppich","m",6308
"21660","Kissen","n",6306
"37600","Zusammentreffen","n",6292
"375","Abriss","m",6291
"1966","Antarktis","f",6290
"22521","Kommissar","m",6290
"34141","Tschernobyl","n",6289
"10184","Einbau","m",6288
"4006","Ausflug","m",6286
"16997","Gilbert","m",6286
"19063","Inschrift","f",6286
"17105","Gunst","f",6280
"31093","Sekretion","f",6279
"11872","Entwicklungspolitik","f",6278
"24879","Männchen","n",6276
"9512","Drüse","f",6275
"205","Abgrund","m",6273
"17619","Hausfrau","f",6272
